Team_ID,Game_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,VIDEO_AVAILABLE,GameType
1610612746,0049600018,"APR 28, 1997",LAC vs. UTA,L,240,34,72,0.472,7,19,0.368,17,27,0.63,5,23,28,16,6,5,12,26,92,0,Playoff
1610612746,0049600011,"APR 26, 1997",LAC @ UTA,L,240,30,71,0.423,7,17,0.412,32,39,0.821,13,24,37,18,7,2,13,34,99,0,Playoff
1610612746,0049600004,"APR 24, 1997",LAC @ UTA,L,240,34,82,0.415,4,18,0.222,14,20,0.7,13,22,35,15,7,6,9,27,86,0,Playoff
1610612746,0029601181,"APR 19, 1997",LAC @ SEA,L,240,36,87,0.414,7,21,0.333,21,30,0.7,19,20,39,22,5,8,13,0,100,0,Reg
1610612746,0029601173,"APR 18, 1997",LAC vs. LAL,L,240,36,76,0.474,8,18,0.444,15,26,0.577,11,25,36,23,8,11,20,29,95,0,Reg
1610612746,0029601148,"APR 15, 1997",LAC @ HOU,L,240,48,89,0.539,10,29,0.345,13,16,0.813,12,28,40,31,12,5,15,3,119,0,Reg
1610612746,0029601143,"APR 14, 1997",LAC @ DAL,W,240,34,76,0.447,7,19,0.368,24,30,0.8,15,32,47,19,9,8,22,1,99,0,Reg
1610612746,0029601131,"APR 12, 1997",LAC vs. DEN,W,240,47,85,0.553,10,20,0.5,12,16,0.75,10,32,42,25,14,11,12,19,116,0,Reg
1610612746,0029601112,"APR 10, 1997",LAC vs. MIN,L,240,33,87,0.379,8,20,0.4,22,31,0.71,15,23,38,15,12,9,15,22,96,0,Reg
1610612746,0029601098,"APR 08, 1997",LAC vs. HOU,L,240,43,95,0.453,9,27,0.333,22,30,0.733,15,24,39,27,15,12,8,28,117,0,Reg
1610612746,0029601080,"APR 06, 1997",LAC @ NJN,W,240,40,83,0.482,7,20,0.35,16,30,0.533,10,32,42,28,12,9,14,2,103,0,Reg
1610612746,0029601062,"APR 04, 1997",LAC @ BOS,W,240,49,99,0.495,9,26,0.346,10,17,0.588,16,30,46,31,7,11,5,3,117,0,Reg
1610612746,0029601058,"APR 03, 1997",LAC @ ORL,W,240,43,79,0.544,9,19,0.474,18,22,0.818,10,30,40,26,5,5,13,2,113,0,Reg
1610612746,0029601039,"APR 01, 1997",LAC @ MIA,L,240,37,85,0.435,8,16,0.5,5,8,0.625,11,23,34,24,5,6,13,1,87,0,Reg
1610612746,0029601034,"MAR 30, 1997",LAC @ IND,L,265,37,85,0.435,9,23,0.391,13,16,0.813,9,24,33,25,14,4,15,0,96,0,Reg
1610612746,0029601020,"MAR 28, 1997",LAC @ DET,L,240,32,77,0.416,6,18,0.333,15,17,0.882,9,22,31,23,6,1,18,1,85,0,Reg
1610612746,0029601010,"MAR 27, 1997",LAC @ ATL,L,240,33,86,0.384,6,23,0.261,16,21,0.762,19,25,44,16,7,9,14,2,88,0,Reg
1610612746,0029600999,"MAR 25, 1997",LAC vs. VAN,W,265,39,92,0.424,8,16,0.5,24,29,0.828,17,28,45,20,14,5,12,17,110,0,Reg
1610612746,0029600989,"MAR 23, 1997",LAC vs. SAS,W,240,38,73,0.521,7,14,0.5,23,34,0.676,9,22,31,21,12,6,14,15,106,0,Reg
1610612746,0029600981,"MAR 22, 1997",LAC @ UTA,L,240,34,84,0.405,7,19,0.368,19,28,0.679,16,22,38,20,6,6,11,2,94,0,Reg
1610612746,0029600959,"MAR 19, 1997",LAC vs. SAC,W,240,34,75,0.453,8,17,0.471,32,40,0.8,11,29,40,19,8,3,13,19,108,0,Reg
1610612746,0029600950,"MAR 18, 1997",LAC @ PHX,W,240,44,85,0.518,10,19,0.526,23,29,0.793,11,36,47,33,10,11,17,4,121,0,Reg
1610612746,0029600934,"MAR 16, 1997",LAC vs. POR,L,240,29,84,0.345,6,18,0.333,30,40,0.75,22,27,49,15,7,10,15,23,94,0,Reg
1610612746,0029600920,"MAR 14, 1997",LAC @ LAL,W,240,36,74,0.486,6,16,0.375,19,30,0.633,10,27,37,25,7,9,15,1,97,0,Reg
1610612746,0029600909,"MAR 13, 1997",LAC vs. PHX,L,240,41,98,0.418,4,16,0.25,10,11,0.909,18,26,44,18,8,6,12,20,96,0,Reg
1610612746,0029600898,"MAR 11, 1997",LAC @ POR,L,240,39,88,0.443,5,16,0.313,22,30,0.733,13,22,35,28,15,8,11,4,105,0,Reg
1610612746,0029600887,"MAR 10, 1997",LAC vs. GSW,W,240,45,91,0.495,4,13,0.308,18,30,0.6,20,25,45,24,9,14,16,35,112,0,Reg
1610612746,0029600875,"MAR 08, 1997",LAC vs. DET,L,240,35,81,0.432,3,13,0.231,12,17,0.706,11,28,39,14,5,5,8,23,85,0,Reg
1610612746,0029600859,"MAR 06, 1997",LAC vs. ORL,L,240,38,80,0.475,2,12,0.167,15,19,0.789,9,35,44,17,8,5,10,19,93,0,Reg
1610612746,0029600845,"MAR 04, 1997",LAC vs. HOU,L,240,41,84,0.488,7,21,0.333,20,32,0.625,14,19,33,18,14,4,12,19,109,0,Reg
1610612746,0029600831,"MAR 02, 1997",LAC @ DEN,L,265,41,88,0.466,5,15,0.333,20,24,0.833,13,35,48,19,4,8,11,2,107,0,Reg
1610612746,0029600817,"FEB 28, 1997",LAC vs. TOR,W,240,30,68,0.441,5,13,0.385,29,39,0.744,16,33,49,15,6,10,21,26,94,0,Reg
1610612746,0029600803,"FEB 26, 1997",LAC @ VAN,W,240,31,84,0.369,5,17,0.294,16,23,0.696,18,32,50,17,13,12,17,3,83,0,Reg
1610612746,0029600794,"FEB 25, 1997",LAC vs. PHI,W,240,38,81,0.469,4,13,0.308,18,25,0.72,12,25,37,16,9,10,19,24,98,0,Reg
1610612746,0029600777,"FEB 23, 1997",LAC @ MIL,W,240,36,76,0.474,1,12,0.083,26,29,0.897,14,32,46,19,9,13,17,1,99,0,Reg
1610612746,0029600761,"FEB 21, 1997",LAC @ CHH,L,240,42,89,0.472,6,16,0.375,6,8,0.75,14,25,39,23,4,9,18,4,96,0,Reg
1610612746,0029600752,"FEB 20, 1997",LAC @ PHI,L,240,32,91,0.352,8,32,0.25,12,18,0.667,16,25,41,19,8,6,9,2,84,0,Reg
1610612746,0029600741,"FEB 18, 1997",LAC vs. DAL,W,240,34,68,0.5,3,16,0.188,16,21,0.762,7,35,42,18,12,6,22,20,87,0,Reg
1610612746,0029600713,"FEB 14, 1997",LAC @ PHX,L,240,37,80,0.463,8,18,0.444,11,17,0.647,13,18,31,28,7,8,19,2,93,0,Reg
1610612746,0029600706,"FEB 13, 1997",LAC @ SAC,L,240,37,89,0.416,8,24,0.333,16,24,0.667,15,26,41,20,7,3,12,0,98,0,Reg
1610612746,0029600690,"FEB 11, 1997",LAC vs. BOS,W,240,47,88,0.534,6,19,0.316,16,23,0.696,12,29,41,27,6,12,17,25,116,0,Reg
1610612746,0029600665,"FEB 04, 1997",LAC vs. LAL,W,240,44,81,0.543,7,22,0.318,13,15,0.867,13,41,54,21,8,10,25,25,108,0,Reg
1610612746,0029600645,"FEB 01, 1997",LAC vs. GSW,W,240,45,75,0.6,9,18,0.5,11,19,0.579,10,30,40,25,8,2,19,27,110,0,Reg
